path	layer	authority_status	domain_guess	size_bytes	first_heading
nested/asai-worldline-v48r3-source-restored/CHRONOLOGY-SCHEMA-V34R1.json	machine-v48r3	MACHINE-CURRENT	cross-domain	3023	schema=asai-worldline.machine-chronology.v1
nested/asai-worldline-v48r3-source-restored/CHRONOLOGY-SCHEMA-V37R1.json	machine-v48r3	MACHINE-CURRENT	cross-domain	3059	schema=asai-worldline.machine-chronology.v1
nested/asai-worldline-v48r3-source-restored/CHRONOLOGY-SCHEMA-V38R1.json	machine-v48r3	MACHINE-CURRENT	cross-domain	2874	schema=asai-worldline.machine-chronology.v1
nested/asai-worldline-v48r3-source-restored/CHRONOLOGY-SCHEMA-V39R1.json	machine-v48r3	MACHINE-CURRENT	cross-domain	2832	schema=asai-worldline.machine-chronology.v1
nested/asai-worldline-v48r3-source-restored/CHRONOLOGY-SCHEMA-V40R1.json	machine-v48r3	MACHINE-CURRENT	cross-domain	2957	schema=asai-worldline.machine-chronology.v1
nested/asai-worldline-v48r3-source-restored/CHRONOLOGY-SCHEMA-V41R1.json	machine-v48r3	MACHINE-CURRENT	cross-domain	2986	schema=asai-worldline.machine-chronology.v1
nested/asai-worldline-v48r3-source-restored/CHRONOLOGY-SCHEMA-V42R1.json	machine-v48r3	MACHINE-CURRENT	cross-domain	3072	schema=asai-worldline.machine-chronology.v1
nested/asai-worldline-v48r3-source-restored/CHRONOLOGY-SCHEMA-V43R1.json	machine-v48r3	MACHINE-CURRENT	cross-domain	2879	schema=asai-worldline.machine-chronology.v1
nested/asai-worldline-v48r3-source-restored/CHRONOLOGY-SCHEMA-V44R1.json	machine-v48r3	MACHINE-CURRENT	cross-domain	2830	schema=asai-worldline.machine-chronology.v1
nested/asai-worldline-v48r3-source-restored/CHRONOLOGY-SCHEMA-V45R1.json	machine-v48r3	MACHINE-CURRENT	cross-domain	2853	schema=asai-worldline.machine-chronology.v1
nested/asai-worldline-v48r3-source-restored/CHRONOLOGY-SCHEMA-V46R1.json	machine-v48r3	MACHINE-CURRENT	cross-domain	2746	schema=asai-worldline.machine-chronology.v1
nested/asai-worldline-v48r3-source-restored/CHRONOLOGY-SCHEMA-V48R3.json	machine-v48r3	MACHINE-CURRENT	cross-domain	2837	schema=asai-worldline.machine-chronology.v1
nested/asai-worldline-v48r3-source-restored/CROSS-DOMAIN-PREFLIGHT-V22R2.md	machine-v48r3	MACHINE-CURRENT	cross-domain	4395	CROSS-DOMAIN PREFLIGHT — v22r2
nested/asai-worldline-v48r3-source-restored/CROSS-DOMAIN-PREFLIGHT-V22R3.md	machine-v48r3	MACHINE-CURRENT	cross-domain	5201	CROSS-DOMAIN PREFLIGHT — v22r3
nested/asai-worldline-v48r3-source-restored/CROSS-DOMAIN-PREFLIGHT-V22R4.md	machine-v48r3	MACHINE-CURRENT	cross-domain	5201	CROSS-DOMAIN PREFLIGHT — v22r4
nested/asai-worldline-v48r3-source-restored/CROSS-DOMAIN-PREFLIGHT-V23R1.md	machine-v48r3	MACHINE-CURRENT	cross-domain	6194	CROSS-DOMAIN PREFLIGHT — v23r1
nested/asai-worldline-v48r3-source-restored/CROSS-DOMAIN-PREFLIGHT-V24R1.md	machine-v48r3	MACHINE-CURRENT	cross-domain	4013	CROSS-DOMAIN PREFLIGHT — v24r1
nested/asai-worldline-v48r3-source-restored/CROSS-DOMAIN-PREFLIGHT-V24R2.md	machine-v48r3	MACHINE-CURRENT	cross-domain	4459	CROSS-DOMAIN PREFLIGHT — v24r2
nested/asai-worldline-v48r3-source-restored/CROSS-DOMAIN-PREFLIGHT-V25R1.md	machine-v48r3	MACHINE-CURRENT	cross-domain	4894	CROSS-DOMAIN PREFLIGHT — v25r1
nested/asai-worldline-v48r3-source-restored/CROSS-DOMAIN-PREFLIGHT-V26R1.md	machine-v48r3	MACHINE-CURRENT	cross-domain	4477	CROSS-DOMAIN PREFLIGHT — v26r1
nested/asai-worldline-v48r3-source-restored/CROSS-DOMAIN-PREFLIGHT-V27R1.md	machine-v48r3	MACHINE-CURRENT	cross-domain	4625	CROSS-DOMAIN PREFLIGHT — v27r1
nested/asai-worldline-v48r3-source-restored/CROSS-DOMAIN-PREFLIGHT-V28R1.md	machine-v48r3	MACHINE-CURRENT	cross-domain	5875	CROSS-DOMAIN PREFLIGHT — v27r1
nested/asai-worldline-v48r3-source-restored/CROSS-DOMAIN-PREFLIGHT-V29R1.md	machine-v48r3	MACHINE-CURRENT	cross-domain	7164	CROSS-DOMAIN PREFLIGHT — v29r1
nested/asai-worldline-v48r3-source-restored/CROSS-DOMAIN-PREFLIGHT-V30R1.md	machine-v48r3	MACHINE-CURRENT	cross-domain	9750	CROSS-DOMAIN PREFLIGHT — v30r1
nested/asai-worldline-v48r3-source-restored/CROSS-DOMAIN-PREFLIGHT-V31R1.md	machine-v48r3	MACHINE-CURRENT	cross-domain	12067	CROSS-DOMAIN PREFLIGHT — v31r1
nested/asai-worldline-v48r3-source-restored/CROSS-DOMAIN-PREFLIGHT-V32R1.md	machine-v48r3	MACHINE-CURRENT	cross-domain	14183	CROSS-DOMAIN PREFLIGHT — v32r1
nested/asai-worldline-v48r3-source-restored/CROSS-DOMAIN-PREFLIGHT-V33R1.md	machine-v48r3	MACHINE-CURRENT	cross-domain	16243	CROSS-DOMAIN PREFLIGHT — v33r1
nested/asai-worldline-v48r3-source-restored/CROSS-DOMAIN-PREFLIGHT-V34R1.md	machine-v48r3	MACHINE-CURRENT	cross-domain	19058	CROSS-DOMAIN PREFLIGHT — v34r1
nested/asai-worldline-v48r3-source-restored/CROSS-DOMAIN-PREFLIGHT-V35R1.md	machine-v48r3	MACHINE-CURRENT	cross-domain	20978	CROSS-DOMAIN PREFLIGHT — v35r1
nested/asai-worldline-v48r3-source-restored/CROSS-DOMAIN-PREFLIGHT-V36R1.md	machine-v48r3	MACHINE-CURRENT	cross-domain	22643	CROSS-DOMAIN PREFLIGHT — v36r1
nested/asai-worldline-v48r3-source-restored/CROSS-DOMAIN-PREFLIGHT-V37R1.md	machine-v48r3	MACHINE-CURRENT	cross-domain	25504	CROSS-DOMAIN PREFLIGHT — v37r1
nested/asai-worldline-v48r3-source-restored/CROSS-DOMAIN-PREFLIGHT-V38R1.md	machine-v48r3	MACHINE-CURRENT	cross-domain	27455	CROSS-DOMAIN PREFLIGHT — v38r1
nested/asai-worldline-v48r3-source-restored/CROSS-DOMAIN-PREFLIGHT-V39R1.md	machine-v48r3	MACHINE-CURRENT	cross-domain	28935	CROSS-DOMAIN PREFLIGHT — v39r1
nested/asai-worldline-v48r3-source-restored/CROSS-DOMAIN-PREFLIGHT-V40R1.md	machine-v48r3	MACHINE-CURRENT	cross-domain	30593	CROSS-DOMAIN PREFLIGHT — v40r1
nested/asai-worldline-v48r3-source-restored/CROSS-DOMAIN-PREFLIGHT-V41R1.md	machine-v48r3	MACHINE-CURRENT	cross-domain	32221	CROSS-DOMAIN PREFLIGHT — v41r1
nested/asai-worldline-v48r3-source-restored/CROSS-DOMAIN-PREFLIGHT-V42R1.md	machine-v48r3	MACHINE-CURRENT	cross-domain	33384	CROSS-DOMAIN PREFLIGHT — v42r1
nested/asai-worldline-v48r3-source-restored/CROSS-DOMAIN-PREFLIGHT-V43R1.md	machine-v48r3	MACHINE-CURRENT	cross-domain	35296	CROSS-DOMAIN PREFLIGHT — v43r1
nested/asai-worldline-v48r3-source-restored/CROSS-DOMAIN-PREFLIGHT-V44R1.md	machine-v48r3	MACHINE-CURRENT	cross-domain	37287	CROSS-DOMAIN PREFLIGHT — v44r1
nested/asai-worldline-v48r3-source-restored/CROSS-DOMAIN-PREFLIGHT-V45R1.md	machine-v48r3	MACHINE-CURRENT	cross-domain	38894	CROSS-DOMAIN PREFLIGHT — v45r1
nested/asai-worldline-v48r3-source-restored/CROSS-DOMAIN-PREFLIGHT-V46R1.md	machine-v48r3	MACHINE-CURRENT	cross-domain	41180	CROSS-DOMAIN PREFLIGHT — v46r1
nested/asai-worldline-v48r3-source-restored/CROSS-DOMAIN-PREFLIGHT-V48R1.md	machine-v48r3	MACHINE-CURRENT	cross-domain	3900	CROSS-DOMAIN PREFLIGHT — v48r1
nested/asai-worldline-v48r3-source-restored/CROSS-DOMAIN-PREFLIGHT-V48R3.md	machine-v48r3	MACHINE-CURRENT	cross-domain	4059	CROSS-DOMAIN PREFLIGHT — v48r3 source-restored
nested/asai-worldline-v48r3-source-restored/CURRENT-CANONICAL-STATE.md	machine-v48r3	MACHINE-CURRENT	cross-domain	3307	CURRENT CANONICAL STATE — semantic v48 / machine v48r3
nested/asai-worldline-v48r3-source-restored/DIRECT-PATCH-2026-08-15.diff	semantic-v48-support	BASE-SUPPORT	cross-domain	1821	
nested/asai-worldline-v48r3-source-restored/HANDOFF-TO-MAIN-2026-08-15.md	semantic-v48-support	BASE-SUPPORT	company	2159	浅井世界 main側への引継ぎ — 2026-08-15 技術浅層監査開始点
nested/asai-worldline-v48r3-source-restored/HISTORY-CARRY-FORWARD-1941-20260815.md	semantic-v48-support	BASE-SUPPORT	cross-domain	1769	歴史構想への持越しメモ（1941年12月8日開始点）
nested/asai-worldline-v48r3-source-restored/HISTORY-RESTART-1941-12-08-2026-08-16.md	semantic-v48-support	BASE-SUPPORT	cross-domain	13604	歴史考察 再開メモ——1941年12月8日の日本から再開する（2026-08-16）
nested/asai-worldline-v48r3-source-restored/MARINE-GT-PROCESSED-START-HERE-2026-08-27.md	semantic-v48-support	BASE-SUPPORT	marine;gas-turbine	1310	Marine GT processed handoff V2 — START HERE — 2026-08-27
nested/asai-worldline-v48r3-source-restored/MARINE-GT-PROCESSED-START-HERE-2026-08-28.md	semantic-v48-support	BASE-SUPPORT	marine;gas-turbine	1809	Marine GT processed handoff V5 — START HERE — 2026-08-28
nested/asai-worldline-v48r3-source-restored/MERGE-RECOMMENDATIONS-2026-08-15.md	semantic-v48-support	BASE-SUPPORT	cross-domain	6313	mainへのマージ提言——旧supplemental provenance修復（2026-08-15）
nested/asai-worldline-v48r3-source-restored/MIGRATION-NOTE-AIRCRAFT-REBASELINE-V5.md	semantic-v48-support	BASE-SUPPORT	aviation	3248	Migration note — aircraft rebaseline v5 (2026-08-22)
nested/asai-worldline-v48r3-source-restored/MIGRATION-NOTE-COMPUTATION-INTEGRATED-V4.md	semantic-v48-support	BASE-SUPPORT	computation	692	v3 → computation-integrated-v4 移行メモ
nested/asai-worldline-v48r3-source-restored/MIGRATION-NOTE-CROSS-DOMAIN-V24.md	machine-v48r3	MACHINE-CURRENT	cross-domain	911	Migration note — v23 → v24 cross-domain technical closure
nested/asai-worldline-v48r3-source-restored/MIGRATION-NOTE-ENGINE-COMPETITION-V9.md	semantic-v48-support	BASE-SUPPORT	cross-domain	1288	Migration note — engine-competition-v9 (2026-08-23)
nested/asai-worldline-v48r3-source-restored/MIGRATION-NOTE-ENGINE-COMPUTATION-EXTERNALIZATION-V7.md	semantic-v48-support	BASE-SUPPORT	computation	811	Migration note — engine-computation-externalization-v7
nested/asai-worldline-v48r3-source-restored/MIGRATION-NOTE-ENGINE-COMPUTATION-MATURATION-V8.md	semantic-v48-support	BASE-SUPPORT	computation	1164	Migration note — engine-computation-maturation-v8 (2026-08-23)
nested/asai-worldline-v48r3-source-restored/MIGRATION-NOTE-ENGINE-COMPUTATION-REBASELINE-V6.md	semantic-v48-support	BASE-SUPPORT	computation	1173	Migration Note — engine-computation-rebaseline-v6
nested/asai-worldline-v48r3-source-restored/MIGRATION-NOTE-FROM-COMPUTATION-V2.md	semantic-v48-support	BASE-SUPPORT	computation	486	旧計算追加v2からの移行
nested/asai-worldline-v48r3-source-restored/MIGRATION-NOTE-SUBMARINE-AIRCRAFT-V18.md	semantic-v48-support	BASE-SUPPORT	aviation;marine	511	Migration note — submarine-aircraft-v18
nested/asai-worldline-v48r3-source-restored/MIGRATION-NOTE-SUBMARINE-MATURATION-V17.md	semantic-v48-support	BASE-SUPPORT	marine	927	Migration note — submarine maturation v17
nested/asai-worldline-v48r3-source-restored/MIGRATION-NOTE-SUBMARINE-NEXT-GENERATION-V23.md	semantic-v48-support	BASE-SUPPORT	marine	830	MIGRATION NOTE — Submarine next generation v23
nested/asai-worldline-v48r3-source-restored/MIGRATION-NOTE-SUBMARINE-PROPULSION-V20.md	semantic-v48-support	BASE-SUPPORT	marine	577	Migration note — submarine propulsion v20
nested/asai-worldline-v48r3-source-restored/MIGRATION-NOTE-SUBMARINE-REBASELINE-V16.md	semantic-v48-support	BASE-SUPPORT	marine	461	Migration note — submarine rebaseline v16
nested/asai-worldline-v48r3-source-restored/MIGRATION-NOTE-SUBMARINE-SERIES-V19.md	semantic-v48-support	BASE-SUPPORT	marine	596	MIGRATION NOTE — SUBMARINE SERIES V19
nested/asai-worldline-v48r3-source-restored/MIGRATION-NOTE-SUBMARINE-UNDERWATER-RECONCILED-V22.md	semantic-v48-support	BASE-SUPPORT	marine	1238	Migration note — submarine underwater reconciled v22
nested/asai-worldline-v48r3-source-restored/MIGRATION-NOTE-SUBMARINE-UNDERWATER-V21.md	semantic-v48-support	BASE-SUPPORT	marine	1028	Migration note — submarine underwater v21
nested/asai-worldline-v48r3-source-restored/MIGRATION-NOTE-TANK-CONDITIONAL-V25.md	semantic-v48-support	BASE-SUPPORT	ground	907	Migration note — Tank conditional next-generation v25
nested/asai-worldline-v48r3-source-restored/MIGRATION-NOTE-ZERO-A6M2-MATURATION-V11.md	semantic-v48-support	BASE-SUPPORT	aviation	823	Migration note — v10 → v11
nested/asai-worldline-v48r3-source-restored/MIGRATION-NOTE-ZERO-A6M3-REBASELINE-V13.md	semantic-v48-support	BASE-SUPPORT	aviation	626	MIGRATION NOTE — ZERO A6M3 REBASELINE v13
nested/asai-worldline-v48r3-source-restored/MIGRATION-NOTE-ZERO-FUEL-HISTORY-V12.md	semantic-v48-support	BASE-SUPPORT	aviation	656	Migration Note — v11 → v12 Zero fuel/thermal + early-history uncertainty
nested/asai-worldline-v48r3-source-restored/MIGRATION-NOTE-ZERO-OPERATIONAL-V14.md	semantic-v48-support	BASE-SUPPORT	aviation	764	Migration Note — Zero Operational Rebaseline v14
nested/asai-worldline-v48r3-source-restored/MIGRATION-NOTE-ZERO-ZUISEI-REINTEGRATION-V10.md	semantic-v48-support	BASE-SUPPORT	aviation	830	Migration note — v10 Zero/Zuisei reintegration
nested/asai-worldline-v48r3-source-restored/PROVENANCE-MERGE-NOTES-2026-08-15.md	semantic-v48-support	BASE-SUPPORT	cross-domain	7459	provenance修復パッケージのマージ記録（2026-08-15）
nested/asai-worldline-v48r3-source-restored/PROVENANCE-REPAIR-README-2026-08-15.md	semantic-v48-support	BASE-SUPPORT	cross-domain	1554	2026-08-15 provenance修復パッケージ
nested/asai-worldline-v48r3-source-restored/README-CLOSED-2026-08-16.md	semantic-v48-support	BASE-SUPPORT	cross-domain	1695	浅井世界 2026-08-16 閉鎖パッケージ
nested/asai-worldline-v48r3-source-restored/README-CONTINUATION-2026-08-16.md	semantic-v48-support	BASE-SUPPORT	cross-domain	1081	継続パッケージ案内（2026-08-16 更新版）
nested/asai-worldline-v48r3-source-restored/README-HANDOFF-2026-08-18.txt	semantic-v48-support	BASE-SUPPORT	company	475	
nested/asai-worldline-v48r3-source-restored/README-HANDOFF-2026-08-20-PROVISIONAL.txt	semantic-v48-support	BASE-SUPPORT	company	2081	
nested/asai-worldline-v48r3-source-restored/README-HANDOFF.txt	semantic-v48-support	BASE-SUPPORT	company	555	
nested/asai-worldline-v48r3-source-restored/RECOVERY-PROVENANCE-V48R3.json	semantic-v48-support	BASE-SUPPORT	cross-domain	495	
nested/asai-worldline-v48r3-source-restored/SESSION-20260816-AIRWAR-PREP/00-README-CURRENT.md	scenario-session	REFERENCE-SCENARIO	aviation	7372	2026-08-16 継続パッケージ：1941年末航空戦・作戦準備
nested/asai-worldline-v48r3-source-restored/SESSION-20260816-AIRWAR-PREP/01-CURRENT-CANON-AND-STATUS.md	scenario-session	REFERENCE-SCENARIO	aviation	21223	現行正準・状態表
nested/asai-worldline-v48r3-source-restored/SESSION-20260816-AIRWAR-PREP/02-AIR-OOB-1941-12-08.md	scenario-session	REFERENCE-SCENARIO	aviation	2926	1941年12月8日 航空OOB working ledger
nested/asai-worldline-v48r3-source-restored/SESSION-20260816-AIRWAR-PREP/03-ENEMY-FIGHTER-INTELLIGENCE-AND-PLANNING.md	scenario-session	REFERENCE-SCENARIO	aviation	2783	敵戦闘機の事前認識と初期所要量
nested/asai-worldline-v48r3-source-restored/SESSION-20260816-AIRWAR-PREP/04-RANGE-AND-OPERATIONAL-MOBILITY.md	scenario-session	REFERENCE-SCENARIO	aviation	2207	航続距離が初期南方作戦へ与える差
nested/asai-worldline-v48r3-source-restored/SESSION-20260816-AIRWAR-PREP/05-DECKED-TRANSPORT-SHIPS.md	scenario-session	REFERENCE-SCENARIO	aviation;marine	2728	カ号/STOL用 飛行甲板付輸送船
nested/asai-worldline-v48r3-source-restored/SESSION-20260816-AIRWAR-PREP/06-KI45-SIDE-NOTE.md	scenario-session	REFERENCE-SCENARIO	aviation	1437	Ki-45 → 屠龍：能力面の軽い処理
nested/asai-worldline-v48r3-source-restored/SESSION-20260816-AIRWAR-PREP/07-NEXT-AIR-COMBAT-MODEL.md	scenario-session	REFERENCE-SCENARIO	aviation	3890	次工程：浅井世界機 vs 史実敵機の機体性能比較
nested/asai-worldline-v48r3-source-restored/SESSION-20260816-AIRWAR-PREP/08-SOURCE-NOTES.md	scenario-session	REFERENCE-SCENARIO	aviation	2631	今回の歴史検討で使った主要公開史料メモ
nested/asai-worldline-v48r3-source-restored/SESSION-20260816-AIRWAR-PREP/09-AIR-COMBAT-CLOSURE-1941.md	scenario-session	REFERENCE-SCENARIO	aviation	5586	1941年末 機体対機体比較——一旦閉じるための結論
nested/asai-worldline-v48r3-source-restored/SESSION-20260816-AIRWAR-PREP/10-PEARL-HARBOR-CANON-1941-12-07.md	scenario-session	REFERENCE-SCENARIO	aviation	7409	真珠湾攻撃 1941-12-07——中央線と感度枝
nested/asai-worldline-v48r3-source-restored/SESSION-20260816-AIRWAR-PREP/11-WAKE-CANON-1941-12-08-23.md	scenario-session	REFERENCE-SCENARIO	aviation	4530	Wake攻略 1941-12-08〜23——中央線
nested/asai-worldline-v48r3-source-restored/SESSION-20260816-AIRWAR-PREP/12-NEXT-SOUTHERN-OPERATIONS.md	scenario-session	REFERENCE-SCENARIO	aviation	7868	次の再開点——1941年12月下旬 南方作戦
nested/asai-worldline-v48r3-source-restored/SESSION-20260816-AIRWAR-PREP/13-DATA-ISSUES-NOTE.md	scenario-session	REFERENCE-SCENARIO	aviation	3385	DATA ISSUES / AUDIT NOTE — 2026-08-16
nested/asai-worldline-v48r3-source-restored/SESSION-20260816-AIRWAR-PREP/14-PHILIPPINES-AIR-TRANSFER-CANON.md	scenario-session	REFERENCE-SCENARIO	aviation	8789	比島航空戦から南方への戦力解放 — 1941-12-13以後 中央線
nested/asai-worldline-v48r3-source-restored/SESSION-20260816-AIRWAR-PREP/15-SOUTHERN-AIR-PREP-CANON-1941-12-25-1942-01-24.md	scenario-session	REFERENCE-SCENARIO	aviation	10020	南方先行航空妨害 — 1941-12-25〜1942-01-24 中央線
nested/asai-worldline-v48r3-source-restored/SESSION-20260816-AIRWAR-PREP/16-SURFACE-GT-BOAT-CANON-1941-12-1942-01.md	scenario-session	REFERENCE-SCENARIO	aviation;marine;gas-turbine	8222	南方水上戦力・GT高速艇 — 1941-12〜1942-01 中央線
nested/asai-worldline-v48r3-source-restored/SESSION-20260816-AIRWAR-PREP/17-EASTERN-JAVA-SEA-CANON-1942-01-30-03-01.md	scenario-session	REFERENCE-SCENARIO	aviation	13401	東部蘭印〜Java Sea — 1942-01-30〜03-01 中央線
nested/asai-worldline-v48r3-source-restored/SESSION-20260816-AIRWAR-PREP/18-LAE-SALAMAUA-CANON-1942-03-08-12.md	scenario-session	REFERENCE-SCENARIO	aviation	13479	Lae / Salamaua — 1942-03-08〜12 中央線
nested/asai-worldline-v48r3-source-restored/SESSION-20260816-AIRWAR-PREP/19-LOSS-REPLACEMENT-FLOW-NOTE.md	scenario-session	REFERENCE-SCENARIO	aviation	4389	損耗・補充・循環を戦役へ反映するための共通メモ
nested/asai-worldline-v48r3-source-restored/SESSION-20260816-AIRWAR-PREP/20-EPOXY-APPLICATION-AND-PROTECTION-RETROCHECK.md	scenario-session	REFERENCE-SCENARIO	aviation;materials	5168	エポキシ応用・FRP防護の1941年遡及チェック
nested/asai-worldline-v48r3-source-restored/SESSION-20260816-AIRWAR-PREP/21-MO-PRELUDE-SEARCH-CANON-1942-04-30-05-05.md	scenario-session	REFERENCE-SCENARIO	aviation	14382	Operation MO 前奏 — 南東方面基地航空網と Tulagi 後の空母捜索（1942-04-30〜05-05）
nested/asai-worldline-v48r3-source-restored/SESSION-20260816-AIRWAR-PREP/22-MO-EARLY-CARRIER-CONTACT-CANON-1942-05-05.md	scenario-session	REFERENCE-SCENARIO	aviation;marine	7869	Operation MO — 5月5日早期空母接触と同日打撃可能性
nested/asai-worldline-v48r3-source-restored/SESSION-20260816-AIRWAR-PREP/23-MO-FIRST-STRIKE-CANON-1942-05-05.md	scenario-session	REFERENCE-SCENARIO	aviation	11604	Operation MO — 1942年5月5日 CarDiv 5先制打撃
nested/asai-worldline-v48r3-source-restored/SESSION-20260816-AIRWAR-PREP/24-MO-SECOND-CARRIER-DUEL-CANON-1942-05-06.md	scenario-session	REFERENCE-SCENARIO	aviation;marine	15672	Operation MO — 1942年5月5日夜〜5月6日 第二次空母戦
nested/asai-worldline-v48r3-source-restored/SESSION-20260816-AIRWAR-PREP/25-MO-CRACE-JOMARD-CANON-1942-05-06-08.md	scenario-session	REFERENCE-SCENARIO	aviation	10835	Operation MO — 1942年5月6日夜〜8日 Crace / Jomard Passage
nested/asai-worldline-v48r3-source-restored/SESSION-20260816-AIRWAR-PREP/26-MO-PORT-MORESBY-LANDING-CANON-1942-05-09-12.md	scenario-session	REFERENCE-SCENARIO	aviation	20964	Operation MO — Port Moresby上陸戦 1942-05-09〜12
nested/asai-worldline-v48r3-source-restored/SESSION-20260816-AIRWAR-PREP/27-PORT-MORESBY-BASING-ATTRITION-CANON-1942-05-12-06-30.md	scenario-session	REFERENCE-SCENARIO	aviation	21156	Port Moresby占領後 — 基地負担・航空運用・損耗会計 1942-05-12〜06-30
nested/asai-worldline-v48r3-source-restored/SESSION-20260816-AIRWAR-PREP/28-MORESBY-LOGISTICS-ESCORT-INTERDICTION-BASELINE-1942-05-12-08.md	scenario-session	REFERENCE-SCENARIO	aviation	15423	Port Moresby補給線 — 海運・空輸・山岳連絡・護衛監視 baseline 1942-05-12〜08
nested/asai-worldline-v48r3-source-restored/SESSION-20260816-AIRWAR-PREP/29-MI-CANON-1942-06-09-12.md	scenario-session	REFERENCE-SCENARIO	aviation	5104	29 — MI中央線：1942-06-09〜12
nested/asai-worldline-v48r3-source-restored/SESSION-20260816-AIRWAR-PREP/30-POST-MI-WORLD-STRATEGY-SICHUAN-1942-06-07.md	scenario-session	REFERENCE-SCENARIO	aviation	3950	30 — MI後の世界戦略と四川作戦準備：1942年6〜10月
nested/asai-worldline-v48r3-source-restored/SESSION-20260816-AIRWAR-PREP/31-JUL-AUG-PACIFIC-LOGISTICS-BASES-1942.md	scenario-session	REFERENCE-SCENARIO	aviation	3687	31 — 1942年7〜8月：太平洋の新占領地運営と連合軍基地圧迫
nested/asai-worldline-v48r3-source-restored/SESSION-20260816-AIRWAR-PREP/32-AIRLIFT-NAVAL-AIR-POLICY-1942.md	scenario-session	REFERENCE-SCENARIO	aviation;marine	4210	32 — 大型輸送機・空中給油・1942年勝利版艦政航空政策
nested/asai-worldline-v48r3-source-restored/SESSION-20260816-AIRWAR-PREP/33-AIRCREW-STATUS-1942-08.md	scenario-session	REFERENCE-SCENARIO	aviation	2230	33 — 1942年8月中旬：双方航空搭乗員プールの状態
nested/asai-worldline-v48r3-source-restored/SESSION-20260816-AIRWAR-PREP/34-BT-ADDU-CANON-1942-07-09.md	scenario-session	REFERENCE-SCENARIO	aviation	4271	34 — BT作戦継続・Addu発見・利用度：1942年7〜9月
nested/asai-worldline-v48r3-source-restored/SESSION-20260816-AIRWAR-PREP/35-HANDOFF-NEXT-1942-09-01.md	scenario-session	REFERENCE-SCENARIO	aviation;company	3331	35 — 次スレッド用Handoff：1942-09-01時点
nested/asai-worldline-v48r3-source-restored/SESSION-20260816-AIRWAR-PREP/next_combat_asai_inputs.csv	scenario-session	REFERENCE-SCENARIO	aviation	1194	
nested/asai-worldline-v48r3-source-restored/SESSION-20260816-AIRWAR-PREP/oob_1941-12-08.csv	scenario-session	REFERENCE-SCENARIO	aviation	805	
nested/asai-worldline-v48r3-source-restored/SESSION-20260816-AIRWAR-PREP/production_1941_new_series.csv	scenario-session	REFERENCE-SCENARIO	aviation	504	
nested/asai-worldline-v48r3-source-restored/SHA256SUMS-AIRCRAFT-REBASELINE-V5.txt	semantic-v48-support	BASE-SUPPORT	aviation	26983	
nested/asai-worldline-v48r3-source-restored/SHA256SUMS-CONTINUATION-2026-08-18.txt	semantic-v48-support	BASE-SUPPORT	cross-domain	20609	
nested/asai-worldline-v48r3-source-restored/SHA256SUMS-ENGINE-COMPETITION-V9.txt	semantic-v48-support	BASE-SUPPORT	cross-domain	28486	
nested/asai-worldline-v48r3-source-restored/SHA256SUMS-ENGINE-COMPUTATION-EXTERNALIZATION-V7.txt	semantic-v48-support	BASE-SUPPORT	computation	27938	
nested/asai-worldline-v48r3-source-restored/SHA256SUMS-ENGINE-COMPUTATION-MATURATION-V8.txt	semantic-v48-support	BASE-SUPPORT	computation	28023	
nested/asai-worldline-v48r3-source-restored/SHA256SUMS-ENGINE-COMPUTATION-REBASELINE-V6.txt	semantic-v48-support	BASE-SUPPORT	computation	27445	
nested/asai-worldline-v48r3-source-restored/SHA256SUMS-INTEGRATED-V4.txt	semantic-v48-support	BASE-SUPPORT	cross-domain	25645	
nested/asai-worldline-v48r3-source-restored/SHA256SUMS-PRODUCT-CHRONOLOGY-V15.txt	semantic-v48-support	BASE-SUPPORT	cross-domain	45709	
nested/asai-worldline-v48r3-source-restored/SHA256SUMS-PROVISIONAL-2026-08-20.txt	semantic-v48-support	BASE-SUPPORT	cross-domain	1791	
nested/asai-worldline-v48r3-source-restored/SHA256SUMS-SUBMARINE-AIRCRAFT-V18.txt	semantic-v48-support	BASE-SUPPORT	aviation;marine	46348	
nested/asai-worldline-v48r3-source-restored/SHA256SUMS-SUBMARINE-MATURATION-V17.txt	semantic-v48-support	BASE-SUPPORT	marine	32672	
nested/asai-worldline-v48r3-source-restored/SHA256SUMS-SUBMARINE-REBASELINE-V16.txt	semantic-v48-support	BASE-SUPPORT	marine	32220	
nested/asai-worldline-v48r3-source-restored/SHA256SUMS-ZERO-A6M2-MATURATION-V11.txt	semantic-v48-support	BASE-SUPPORT	aviation	30093	
nested/asai-worldline-v48r3-source-restored/SHA256SUMS-ZERO-A6M3-REBASELINE-V13.txt	semantic-v48-support	BASE-SUPPORT	aviation	31105	
nested/asai-worldline-v48r3-source-restored/SHA256SUMS-ZERO-FUEL-HISTORY-V12.txt	semantic-v48-support	BASE-SUPPORT	aviation	30655	
nested/asai-worldline-v48r3-source-restored/SHA256SUMS-ZERO-OPERATIONAL-V14.txt	semantic-v48-support	BASE-SUPPORT	aviation	31432	
nested/asai-worldline-v48r3-source-restored/SHA256SUMS-ZERO-ZUISEI-REINTEGRATION-V10.txt	semantic-v48-support	BASE-SUPPORT	aviation	29348	
nested/asai-worldline-v48r3-source-restored/SHA256SUMS.txt	semantic-v48-support	BASE-SUPPORT	cross-domain	73945	
